id,target,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
8968,0,Male,Loyal Customer,24,Personal Travel,Eco,1921,2,1,2,3,1,2,1,1,2,2,3,2,4,1,22,14.0
8980,0,Male,Loyal Customer,31,Personal Travel,Eco,1869,2,1,2,3,4,2,4,4,1,1,3,1,4,4,1,0.0
9014,1,Female,Loyal Customer,67,Personal Travel,Eco,310,3,3,3,3,4,4,4,4,4,3,5,3,4,4,54,56.0
9024,0,Male,Loyal Customer,41,Personal Travel,Eco,1716,2,1,2,3,5,2,2,5,3,3,2,4,2,5,13,4.0
9039,0,Male,Loyal Customer,9,Personal Travel,Eco,1867,2,1,2,3,4,2,4,4,1,1,3,1,3,4,0,0.0
9057,0,Male,Loyal Customer,32,Personal Travel,Eco,2075,2,1,2,3,3,2,3,3,3,1,3,4,3,3,0,0.0
9097,0,Male,Loyal Customer,60,Personal Travel,Eco,3369,2,1,2,4,5,2,4,5,2,5,4,1,3,5,0,0.0
9230,0,Male,Loyal Customer,27,Personal Travel,Eco,1826,2,1,2,4,4,2,4,4,2,3,3,3,4,4,0,6.0
9232,1,Female,Loyal Customer,22,Personal Travel,Eco,2079,4,1,1,1,5,2,2,4,4,4,4,2,4,5,2,1.0
9292,1,Female,Loyal Customer,7,Personal Travel,Eco,1664,1,1,1,1,4,4,4,4,2,2,4,3,3,4,0,0.0
9385,1,Female,Loyal Customer,69,Personal Travel,Eco,411,4,3,3,3,5,2,2,4,4,4,4,3,4,3,0,0.0
9389,1,Female,Loyal Customer,30,Personal Travel,Eco,962,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,23.0
9403,0,Male,Loyal Customer,68,Personal Travel,Eco,1568,2,2,0,3,1,0,1,1,1,3,4,4,4,1,87,94.0
9440,1,Female,Loyal Customer,47,Personal Travel,Eco,1200,4,4,4,4,5,2,1,4,4,4,4,2,4,1,11,7.0
9450,0,Male,Loyal Customer,36,Personal Travel,Business,640,2,2,1,3,4,3,3,3,3,1,3,1,3,1,1,13.0
9554,1,Female,Loyal Customer,18,Personal Travel,Eco,2586,3,3,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0
9677,1,Female,Loyal Customer,50,Personal Travel,Eco,1444,5,5,3,5,5,4,4,4,4,4,4,3,4,5,38,39.0
9898,0,Male,Loyal Customer,59,Personal Travel,Eco,1457,2,2,2,3,5,2,5,5,3,2,4,2,3,5,0,0.0
9902,0,Male,Loyal Customer,7,Personal Travel,Eco,1575,2,2,2,3,3,2,3,3,2,4,3,3,3,3,8,20.0
9982,1,Female,Loyal Customer,10,Personal Travel,Business,1535,1,1,1,1,4,4,4,4,1,3,2,2,4,4,44,59.0
9986,0,Male,Loyal Customer,49,Personal Travel,Eco,1148,2,2,2,3,2,2,5,2,2,5,3,4,3,2,0,0.0
9999,0,Male,Loyal Customer,57,Personal Travel,Eco Plus,1700,2,2,2,3,3,2,3,3,4,4,3,1,3,3,0,0.0
10108,0,Male,Loyal Customer,28,Personal Travel,Eco,3390,2,2,2,4,5,2,5,5,4,2,3,2,3,5,120,125.0
10141,0,Male,Loyal Customer,38,Personal Travel,Eco,2164,2,2,2,4,4,2,4,4,3,4,3,4,3,4,0,0.0
10292,0,Male,Loyal Customer,25,Personal Travel,Eco,1837,2,2,2,4,1,2,1,1,2,2,4,3,4,1,0,0.0
10298,0,Male,Loyal Customer,51,Personal Travel,Eco,2096,2,2,2,4,2,2,2,2,2,1,3,4,4,2,0,0.0
10299,0,Male,Loyal Customer,41,Personal Travel,Eco,1950,2,2,2,4,4,2,4,4,2,4,4,1,3,4,26,10.0
10426,0,Male,Loyal Customer,58,Personal Travel,Eco,2319,2,2,3,1,1,3,1,1,2,4,2,4,2,1,72,60.0
10490,0,Male,Loyal Customer,47,Personal Travel,Eco,1742,2,2,4,4,3,4,3,3,1,5,3,2,3,3,50,45.0
10514,1,Female,Loyal Customer,15,Personal Travel,Eco,1758,3,3,3,3,4,5,5,4,4,4,4,4,4,5,0,0.0
10544,0,Male,Loyal Customer,27,Personal Travel,Eco,1991,2,3,1,1,2,1,2,2,2,5,5,3,1,2,46,38.0
10618,1,Female,Loyal Customer,9,Personal Travel,Eco Plus,2257,3,3,3,3,4,4,4,4,4,3,4,5,5,4,15,15.0
10748,0,Male,Loyal Customer,42,Personal Travel,Eco Plus,2595,2,3,2,2,5,2,5,5,2,3,3,3,3,5,106,122.0
10821,0,Male,Loyal Customer,35,Personal Travel,Eco,1703,2,3,2,2,2,2,2,2,1,1,3,3,3,2,3,0.0
10828,1,Female,Loyal Customer,34,Personal Travel,Eco Plus,2307,4,4,4,4,4,4,5,4,4,4,4,4,4,4,0,0.0
10920,1,Female,Loyal Customer,41,Personal Travel,Eco,1351,5,5,5,5,3,2,4,4,4,4,4,3,4,5,0,0.0
10996,0,Male,Loyal Customer,24,Personal Travel,Eco,2626,2,3,2,3,3,2,3,3,4,4,3,4,4,3,0,8.0
11038,0,Male,Loyal Customer,24,Personal Travel,Eco,2142,2,3,2,3,4,2,4,4,2,2,3,4,5,4,0,0.0
11039,1,Female,Loyal Customer,55,Personal Travel,Eco,1081,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,9.0
11067,1,Female,Loyal Customer,23,Personal Travel,Eco,2381,4,3,3,3,5,3,2,4,4,4,4,5,4,1,0,0.0
11083,0,Male,Loyal Customer,63,Personal Travel,Eco,2855,2,3,2,3,2,3,3,3,3,4,3,3,1,3,166,151.0
11102,0,Male,Loyal Customer,46,Personal Travel,Eco,2519,2,3,2,3,5,2,5,5,1,5,2,3,3,5,0,0.0
11143,1,Female,Loyal Customer,49,Personal Travel,Eco,738,2,2,2,2,2,4,4,4,4,4,4,3,4,5,20,12.0
11155,1,Female,Loyal Customer,7,Personal Travel,Eco,1651,2,2,2,2,3,4,5,4,4,4,4,3,4,5,80,66.0
11212,1,Female,Loyal Customer,9,Personal Travel,Eco Plus,2095,2,2,2,2,5,5,4,4,4,4,4,3,4,5,0,0.0
11241,1,Female,Loyal Customer,16,Personal Travel,Eco,1943,4,2,2,2,5,3,4,4,4,4,4,1,4,3,0,4.0
11245,0,Male,Loyal Customer,15,Personal Travel,Eco,2041,2,3,2,3,2,2,2,2,2,5,4,1,4,2,59,64.0
11262,1,Female,Loyal Customer,15,Personal Travel,Eco,1921,5,5,5,5,4,4,4,4,4,3,5,5,5,4,78,71.0
11297,1,Female,Loyal Customer,55,Personal Travel,Eco,445,1,1,1,1,4,4,4,4,4,5,4,3,4,4,93,87.0
11317,1,Female,Loyal Customer,47,Personal Travel,Business,396,4,5,5,5,3,2,1,4,4,4,4,3,4,4,0,0.0
11367,1,Female,Loyal Customer,42,Personal Travel,Eco,277,2,2,2,2,4,4,4,4,3,2,4,4,5,4,20,16.0
11386,1,Female,Loyal Customer,12,Personal Travel,Eco,1821,5,5,5,5,5,5,4,4,4,4,4,3,4,4,1,8.0
11439,0,Male,Loyal Customer,70,Personal Travel,Eco Plus,3243,2,3,2,4,5,2,1,5,4,4,2,2,4,5,14,7.0
11458,1,Female,Loyal Customer,36,Personal Travel,Eco,2719,2,2,1,2,3,4,5,4,4,4,4,3,4,3,0,3.0
11504,0,Male,Loyal Customer,29,Personal Travel,Eco,2423,2,3,2,4,5,2,5,5,3,4,4,2,4,5,0,0.0
11608,0,Male,Loyal Customer,67,Personal Travel,Business,597,2,3,2,4,3,2,5,2,2,2,2,2,2,5,11,6.0
11622,1,Female,Loyal Customer,25,Personal Travel,Eco,1600,3,3,3,3,4,1,4,4,4,4,4,4,4,4,0,0.0
11660,0,Male,Loyal Customer,63,Personal Travel,Eco,1869,2,3,2,4,1,2,1,1,5,3,2,1,4,1,0,0.0
11672,1,Female,Loyal Customer,39,Personal Travel,Eco,1597,4,5,4,4,4,4,4,4,3,5,5,4,4,4,0,0.0
11698,1,Female,Loyal Customer,18,Personal Travel,Eco,1350,3,3,3,3,3,4,4,4,4,4,4,3,4,4,0,0.0
11721,1,Female,Loyal Customer,49,Personal Travel,Eco,206,4,1,4,1,4,4,4,4,1,5,2,3,5,4,3,0.0
11723,0,Male,Loyal Customer,68,Personal Travel,Eco,1506,2,3,2,4,1,2,3,1,1,1,4,3,3,1,3,0.0
11885,1,Female,Loyal Customer,70,Personal Travel,Eco,490,5,5,5,5,1,1,5,4,4,4,4,4,4,3,0,0.0
11962,1,Female,Loyal Customer,49,Personal Travel,Eco,246,1,1,1,1,4,5,5,4,4,4,4,4,4,4,0,0.0
12008,0,Male,Loyal Customer,57,Personal Travel,Eco,1518,2,4,0,4,3,0,4,3,3,1,1,3,5,3,0,0.0
12021,1,Female,Loyal Customer,61,Personal Travel,Eco Plus,87,4,1,1,1,4,4,4,4,1,5,4,2,3,4,0,0.0
12033,1,Female,Loyal Customer,44,Personal Travel,Eco,1655,5,3,5,5,5,5,4,4,4,4,4,3,4,5,11,9.0
12046,0,Male,Loyal Customer,55,Personal Travel,Eco,2300,2,4,1,1,5,1,5,5,5,5,5,3,5,5,6,11.0
12118,0,Male,Loyal Customer,50,Personal Travel,Eco,2123,2,4,1,3,3,1,3,3,1,4,3,3,3,3,0,0.0
12125,0,Male,Loyal Customer,69,Personal Travel,Eco Plus,2007,2,4,1,3,1,1,1,1,1,2,4,4,4,1,0,0.0
12144,0,Male,Loyal Customer,54,Personal Travel,Eco Plus,3054,2,4,1,4,2,1,2,2,4,4,5,3,4,2,20,4.0
12164,1,Female,Loyal Customer,20,Personal Travel,Eco,1767,2,2,2,2,2,1,1,4,4,4,4,3,4,4,18,0.0
12187,1,Female,Loyal Customer,24,Personal Travel,Eco,2064,5,5,5,5,5,5,5,4,4,4,4,3,4,5,43,56.0
12204,1,Female,Loyal Customer,53,Personal Travel,Eco,2573,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0.0
12271,1,Female,Loyal Customer,61,Personal Travel,Eco,1465,3,3,3,3,4,4,4,4,3,4,4,4,3,4,0,9.0
12285,1,Female,Loyal Customer,22,Personal Travel,Eco,2668,5,5,5,5,4,5,1,4,4,4,4,1,4,2,1,0.0
12295,0,Male,Loyal Customer,68,Personal Travel,Eco,2981,2,4,2,1,5,2,5,5,3,3,4,4,4,5,0,0.0
12296,1,Female,Loyal Customer,70,Personal Travel,Eco Plus,1267,3,3,3,3,4,4,4,4,4,3,3,5,4,4,0,0.0
12297,0,Male,Loyal Customer,39,Personal Travel,Eco,2447,2,4,2,1,1,2,1,1,5,3,5,3,4,1,15,39.0
12347,0,Male,Loyal Customer,10,Personal Travel,Eco,2764,2,4,2,1,1,2,1,1,5,4,4,3,4,1,0,0.0
12403,0,Male,Loyal Customer,7,Personal Travel,Eco,2029,2,4,2,1,4,2,4,4,4,3,4,5,4,4,1,7.0
12440,0,Male,Loyal Customer,56,Personal Travel,Eco,2525,2,4,2,1,4,2,4,4,4,3,4,3,4,4,61,69.0
12456,0,Male,Loyal Customer,48,Personal Travel,Business,857,2,4,2,1,3,5,4,3,3,2,3,3,3,5,0,9.0
12483,1,Female,Loyal Customer,21,Personal Travel,Eco,2077,2,2,2,2,4,4,4,4,3,4,5,5,5,4,7,0.0
12484,0,Male,Loyal Customer,52,Personal Travel,Eco,2246,2,4,2,1,3,2,3,3,5,4,1,5,2,3,0,0.0
12593,1,Female,Loyal Customer,66,Personal Travel,Eco,588,4,4,4,4,4,3,5,4,4,4,4,4,4,5,0,0.0
12649,1,Female,Loyal Customer,50,Personal Travel,Eco,468,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0
12669,0,Male,Loyal Customer,39,Personal Travel,Eco,1789,2,4,2,1,3,2,3,3,4,5,4,5,4,3,37,79.0
12676,1,Female,Loyal Customer,13,Personal Travel,Eco,1940,1,1,1,1,5,4,5,4,4,4,4,4,4,3,1,0.0
12701,0,Male,Loyal Customer,34,Personal Travel,Eco,2110,2,4,2,1,5,2,5,5,4,2,5,3,3,5,0,0.0
12856,0,Male,Loyal Customer,22,Personal Travel,Eco,1101,2,4,2,1,4,2,4,4,3,5,4,5,5,4,30,38.0
12862,0,Male,Loyal Customer,10,Personal Travel,Eco,6787,2,4,2,2,2,4,4,5,3,4,4,4,4,4,4,26.0
12881,0,Male,Loyal Customer,32,Personal Travel,Eco,3149,2,4,2,2,2,1,2,4,3,4,5,2,5,2,1,0.0
12921,0,Male,Loyal Customer,61,Personal Travel,Eco,3304,2,4,2,2,3,2,5,3,3,4,5,5,5,3,0,0.0
12959,0,Male,Loyal Customer,10,Personal Travel,Eco,2758,2,4,2,2,4,2,4,4,3,5,3,4,4,4,0,0.0
13056,0,Male,Loyal Customer,9,Personal Travel,Eco Plus,1765,2,4,2,2,4,2,4,4,5,4,5,4,4,4,78,72.0
13090,0,Male,Loyal Customer,40,Personal Travel,Eco,1751,2,4,2,2,3,2,3,3,4,5,4,4,5,3,38,24.0
13100,1,Female,Loyal Customer,26,Personal Travel,Eco,2023,5,5,5,5,3,5,4,4,4,4,4,4,4,5,0,0.0
13151,1,Female,Loyal Customer,26,Personal Travel,Eco Plus,2141,4,4,4,4,4,4,4,4,4,4,4,1,4,5,8,11.0
13163,0,Male,Loyal Customer,48,Personal Travel,Eco,1994,2,4,2,2,3,2,3,3,5,5,4,5,5,3,98,94.0
13225,1,Female,Loyal Customer,48,Personal Travel,Eco,599,4,3,5,5,5,4,1,4,4,4,4,4,4,3,17,3.0
13232,0,Male,Loyal Customer,70,Personal Travel,Eco Plus,2046,2,4,2,2,4,2,4,4,5,3,4,4,4,4,19,18.0
13277,0,Male,Loyal Customer,32,Personal Travel,Eco Plus,1859,2,4,2,2,5,2,5,5,4,5,5,3,5,5,76,72.0
13311,0,Male,Loyal Customer,48,Personal Travel,Eco,1458,2,4,2,2,1,2,1,1,3,4,5,5,4,1,0,0.0
13363,1,Female,Loyal Customer,58,Personal Travel,Eco,348,4,4,4,4,3,5,4,4,4,4,4,3,4,5,19,15.0
13435,0,Male,Loyal Customer,38,Personal Travel,Eco,1978,2,4,2,2,5,2,5,5,3,5,5,5,5,5,0,15.0
13440,0,Male,Loyal Customer,69,Personal Travel,Eco,1630,2,4,2,2,1,2,1,1,4,3,4,3,5,1,0,0.0
13451,0,Male,Loyal Customer,31,Personal Travel,Eco,1011,2,4,2,2,3,2,3,3,4,2,4,4,5,3,116,111.0
13452,0,Male,Loyal Customer,44,Personal Travel,Eco,842,2,4,2,2,1,2,1,1,3,3,5,3,5,1,81,88.0
13545,0,Male,Loyal Customer,30,Personal Travel,Eco,3252,2,4,2,3,5,2,3,5,5,4,4,5,4,5,9,26.0
13550,0,Male,Loyal Customer,21,Personal Travel,Eco,3493,2,4,2,3,1,2,1,1,4,2,3,5,4,1,0,0.0
13603,1,Female,Loyal Customer,8,Personal Travel,Eco,2618,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0.0
13639,1,Female,Loyal Customer,31,Personal Travel,Eco,2767,1,1,1,1,3,5,3,4,4,4,4,4,4,1,0,0.0
13660,1,Female,Loyal Customer,44,Personal Travel,Eco,1234,5,5,5,5,4,4,4,4,4,5,5,5,4,4,0,0.0
13685,1,Female,Loyal Customer,67,Personal Travel,Eco,1178,4,5,5,5,3,4,1,4,4,4,4,4,4,1,0,0.0
13739,1,Female,Loyal Customer,24,Personal Travel,Eco,2621,3,3,3,3,3,4,4,4,4,4,4,3,4,3,37,30.0
13761,1,Female,Loyal Customer,31,Personal Travel,Eco,2494,5,1,5,5,2,5,4,4,4,4,4,4,4,5,0,2.0
13818,1,Female,Loyal Customer,14,Personal Travel,Eco,2516,1,1,1,1,4,5,4,4,4,4,4,5,4,4,45,41.0
13904,0,Male,Loyal Customer,21,Personal Travel,Eco,2360,2,4,2,3,2,2,1,2,2,1,3,4,3,2,0,3.0
13923,1,Female,Loyal Customer,16,Personal Travel,Eco,2038,3,3,3,3,2,5,5,4,4,4,4,5,4,5,0,0.0
13928,0,Male,Loyal Customer,17,Personal Travel,Eco,1996,2,4,2,3,3,2,5,3,3,4,5,5,5,3,0,17.0
13950,1,Female,Loyal Customer,68,Personal Travel,Eco,806,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0.0
13981,1,Female,Loyal Customer,41,Personal Travel,Eco,1826,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0.0
14072,0,Male,Loyal Customer,58,Personal Travel,Eco,2179,2,4,2,3,5,2,5,5,4,2,4,4,4,5,17,5.0
14138,1,Female,Loyal Customer,59,Personal Travel,Eco,616,5,5,5,5,3,4,5,4,4,4,4,5,4,5,3,0.0
14167,1,Female,Loyal Customer,36,Personal Travel,Business,553,2,2,2,2,4,4,4,4,5,2,5,4,5,4,0,0.0
14227,1,Female,Loyal Customer,29,Personal Travel,Eco,1495,3,3,5,3,4,4,5,4,4,4,4,3,4,4,28,42.0
14232,1,Female,Loyal Customer,9,Personal Travel,Eco,1715,4,4,4,4,3,1,4,4,4,4,4,1,4,4,48,48.0
14239,0,Male,Loyal Customer,49,Personal Travel,Eco,1746,2,4,2,3,2,2,3,2,3,2,5,4,4,2,40,30.0
14382,1,Female,Loyal Customer,67,Personal Travel,Eco,399,4,1,1,1,4,4,4,4,4,2,3,5,1,4,0,3.0
14449,0,Male,Loyal Customer,44,Personal Travel,Eco,2152,2,4,2,3,3,2,1,3,3,3,5,3,5,3,6,0.0
14552,1,Female,Loyal Customer,55,Personal Travel,Eco,221,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0.0
14579,0,Male,Loyal Customer,48,Personal Travel,Eco,1642,2,4,2,3,5,2,5,5,3,3,4,2,4,5,0,0.0
14583,1,Female,Loyal Customer,70,Personal Travel,Eco,234,3,3,5,3,5,5,4,4,4,4,4,3,4,4,0,0.0
14598,0,Female,Loyal Customer,13,Personal Travel,Eco,2016,2,4,2,3,2,1,1,5,5,5,5,1,5,1,291,317.0
14717,0,Male,Loyal Customer,36,Personal Travel,Eco,2493,2,4,2,4,5,2,3,5,2,2,4,1,3,5,23,41.0
14723,1,Female,Loyal Customer,8,Personal Travel,Eco,2529,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,4.0
14932,0,Male,Loyal Customer,68,Personal Travel,Eco,1871,2,4,2,4,5,2,5,5,3,1,4,3,3,5,18,0.0
14942,1,Female,Loyal Customer,48,Personal Travel,Eco,889,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0.0
14990,1,Female,Loyal Customer,52,Personal Travel,Eco,822,4,5,5,5,4,4,4,4,1,5,1,4,3,4,13,0.0
15064,1,Female,Loyal Customer,50,Personal Travel,Eco,691,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0.0
15102,1,Female,Loyal Customer,45,Personal Travel,Eco,634,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,0.0
15197,0,Male,Loyal Customer,22,Personal Travel,Eco,1960,2,4,2,4,4,2,4,4,3,3,3,3,3,4,0,11.0
15205,0,Male,Loyal Customer,53,Personal Travel,Eco Plus,1881,2,4,2,4,1,2,1,1,1,4,4,1,4,1,0,0.0
15219,0,Male,Loyal Customer,36,Personal Travel,Eco,1432,2,4,2,4,3,2,3,3,5,3,4,5,1,3,9,30.0
15225,1,Female,Loyal Customer,14,Personal Travel,Eco,1846,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,1.0
15249,0,Male,Loyal Customer,19,Personal Travel,Eco,1397,2,4,2,4,4,2,4,4,1,1,1,2,3,4,0,25.0
15365,0,Male,Loyal Customer,14,Personal Travel,Eco,1292,2,4,2,4,2,2,2,2,3,3,4,4,5,2,0,0.0
15392,1,Female,Loyal Customer,29,Personal Travel,Eco,1227,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,0.0
15410,1,Female,Loyal Customer,38,Personal Travel,Eco,1861,4,2,2,2,4,2,3,4,4,4,4,5,4,5,95,86.0
15416,0,Male,Loyal Customer,60,Personal Travel,Eco,1970,2,4,2,4,3,2,3,3,3,4,3,2,3,3,23,11.0
15489,1,Female,Loyal Customer,46,Personal Travel,Eco,71,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0.0
15515,0,Male,Loyal Customer,23,Personal Travel,Eco,3310,2,4,2,5,2,2,4,2,3,5,1,2,5,2,6,10.0
15578,0,Male,Loyal Customer,64,Personal Travel,Eco,2746,2,4,2,5,2,2,2,2,2,2,2,5,5,2,0,0.0
15588,1,Female,Loyal Customer,47,Personal Travel,Eco,949,4,3,3,3,1,3,1,4,4,4,4,1,4,3,0,0.0
15601,1,Female,Loyal Customer,23,Personal Travel,Eco,2143,3,3,1,3,2,5,4,4,4,4,4,3,4,4,59,56.0
15608,1,Female,Loyal Customer,25,Personal Travel,Eco,1962,5,5,5,5,5,5,4,4,4,4,4,5,4,3,5,0.0
15613,1,Female,Loyal Customer,67,Personal Travel,Eco,848,3,3,3,3,4,4,4,4,4,5,3,2,5,4,0,0.0
15629,1,Female,Loyal Customer,63,Personal Travel,Eco,766,3,1,3,3,5,5,5,4,4,4,4,5,4,4,0,0.0
15630,1,Female,Loyal Customer,69,Personal Travel,Eco,740,5,5,5,5,3,2,2,4,4,4,4,5,4,3,0,0.0
15680,1,Female,Loyal Customer,54,Personal Travel,Eco,570,5,5,5,5,2,5,4,4,4,4,4,3,4,3,0,0.0
15771,0,Male,Loyal Customer,62,Personal Travel,Eco Plus,1842,2,4,2,5,1,2,1,1,4,3,5,2,3,1,0,0.0
15840,1,Female,Loyal Customer,51,Personal Travel,Business,814,3,3,2,3,5,4,4,4,4,4,4,5,4,4,6,22.0
15845,0,Male,Loyal Customer,49,Personal Travel,Eco,1595,2,4,3,1,5,3,5,5,3,2,4,4,4,5,0,6.0
15853,0,Male,Loyal Customer,28,Personal Travel,Eco,1664,2,4,3,1,1,3,1,1,5,3,5,4,5,1,0,1.0
15856,0,Male,Loyal Customer,16,Personal Travel,Eco,2107,2,4,3,1,3,3,3,3,3,3,3,3,5,3,6,0.0
15873,1,Female,Loyal Customer,22,Personal Travel,Eco,1990,2,2,2,2,4,5,5,4,4,4,4,4,4,3,61,51.0
15893,1,Female,Loyal Customer,16,Personal Travel,Eco,1187,4,4,4,4,5,5,1,4,4,4,4,1,4,1,2,0.0
15913,0,Male,Loyal Customer,39,Personal Travel,Eco,2984,2,4,3,3,4,3,4,4,3,1,2,3,3,4,75,72.0
15917,0,Male,Loyal Customer,30,Personal Travel,Eco,1925,2,4,3,3,4,3,4,4,1,2,4,1,4,4,24,17.0
16034,1,Female,Loyal Customer,10,Personal Travel,Eco,1482,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,14.0
16071,1,Female,Loyal Customer,51,Personal Travel,Eco,345,4,4,3,4,2,4,4,4,4,4,4,3,4,3,0,0.0
16103,0,Male,Loyal Customer,57,Personal Travel,Eco,1788,2,4,5,4,3,5,3,3,4,3,4,3,4,3,54,79.0
16159,1,Female,Loyal Customer,7,Personal Travel,Eco Plus,1699,4,4,4,4,2,1,1,4,4,4,4,3,4,4,18,35.0
16294,0,Male,Loyal Customer,48,Personal Travel,Eco,1653,2,5,1,2,4,1,4,4,5,5,3,3,1,4,0,8.0
16376,1,Female,Loyal Customer,33,Personal Travel,Eco,3865,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0.0
16474,0,Male,Loyal Customer,15,Personal Travel,Eco,2048,2,5,2,1,1,2,5,1,3,4,5,5,4,1,14,0.0
16478,1,Female,Loyal Customer,61,Personal Travel,Eco,1345,3,3,3,3,2,4,5,4,4,4,4,5,4,4,4,0.0
16534,0,Male,Loyal Customer,28,Personal Travel,Eco,1933,2,5,2,1,3,2,3,3,5,4,2,3,2,3,0,0.0
16581,0,Male,Loyal Customer,7,Personal Travel,Eco,2414,2,5,2,1,3,2,3,3,3,2,5,3,5,3,2,5.0
16640,0,Male,Loyal Customer,37,Personal Travel,Eco,1931,2,5,2,1,4,2,4,4,5,4,5,5,4,4,1,5.0
16643,1,Female,Loyal Customer,8,Personal Travel,Eco,2225,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,0.0
16739,1,Female,Loyal Customer,37,Personal Travel,Business,609,5,5,5,5,4,5,5,4,4,4,4,4,4,4,1,5.0
16749,1,Female,Loyal Customer,8,Personal Travel,Eco,1539,2,2,2,2,1,1,3,4,4,4,4,4,4,4,0,5.0
16845,1,Female,Loyal Customer,43,Personal Travel,Eco,407,1,1,1,1,4,4,3,4,4,4,4,2,4,2,0,0.0
16919,1,Female,Loyal Customer,24,Personal Travel,Eco,1509,4,4,4,4,4,4,4,4,5,2,1,1,1,4,10,6.0
16970,1,Female,Loyal Customer,26,Personal Travel,Eco,1165,4,1,5,1,4,4,4,4,3,5,3,1,3,4,9,10.0
16971,0,Male,Loyal Customer,18,Personal Travel,Eco,995,2,5,2,1,4,2,4,4,5,5,5,3,4,4,2,6.0
16978,0,Male,Loyal Customer,10,Personal Travel,Eco,1576,2,5,2,1,5,2,5,5,5,1,1,4,5,5,6,9.0
17067,1,Female,Loyal Customer,16,Personal Travel,Eco,3132,2,2,2,2,3,5,5,4,4,4,4,5,4,5,2,0.0
17160,0,Male,Loyal Customer,25,Personal Travel,Eco,2325,2,5,2,2,2,2,2,2,3,3,5,5,5,2,0,0.0
17225,0,Male,Loyal Customer,51,Personal Travel,Eco,1529,2,5,2,2,2,2,2,2,5,4,4,3,4,2,2,0.0
17235,0,Male,Loyal Customer,42,Personal Travel,Eco,1890,2,5,2,2,2,2,2,2,1,2,5,2,2,2,0,11.0
17268,1,Female,Loyal Customer,46,Personal Travel,Eco,737,5,5,5,5,3,4,4,4,4,4,4,5,4,3,0,7.0
17294,0,Male,Loyal Customer,45,Personal Travel,Eco,2551,2,5,2,2,3,2,3,3,4,2,4,4,5,3,11,1.0
17317,1,Female,Loyal Customer,45,Personal Travel,Eco,636,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,0.0
17342,1,Female,Loyal Customer,56,Personal Travel,Eco,611,5,3,5,5,1,5,2,4,4,4,4,4,4,5,6,0.0
17345,0,Male,Loyal Customer,39,Personal Travel,Eco,1308,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0.0
17377,0,Male,Loyal Customer,57,Personal Travel,Eco,1656,2,5,2,2,1,2,1,1,5,4,5,3,4,1,0,0.0
17436,0,Male,Loyal Customer,52,Personal Travel,Eco,1709,2,5,2,2,4,2,4,4,1,2,2,5,3,4,0,0.0
17455,0,Male,Loyal Customer,59,Personal Travel,Eco,1680,2,5,2,2,3,2,3,3,5,4,5,3,5,3,0,0.0
17475,0,Male,Loyal Customer,39,Personal Travel,Eco,1565,2,5,2,2,4,2,4,4,5,3,5,5,5,4,0,0.0
17510,1,Female,Loyal Customer,14,Personal Travel,Eco Plus,1962,4,1,4,4,5,4,4,4,4,4,4,3,4,5,0,0.0
17533,0,Male,Loyal Customer,24,Personal Travel,Eco,1273,2,5,2,2,2,2,2,2,4,3,4,3,5,2,0,1.0
17618,0,Male,Loyal Customer,12,Personal Travel,Eco,4078,2,5,2,3,2,3,1,5,2,4,5,1,4,1,29,4.0
17628,1,Female,Loyal Customer,45,Personal Travel,Eco,2523,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0.0
17640,1,Female,Loyal Customer,50,Personal Travel,Eco,2333,2,2,5,2,4,4,4,4,4,4,5,4,5,4,0,0.0
17657,0,Male,Loyal Customer,51,Personal Travel,Eco,3356,2,5,2,3,1,2,1,1,3,2,4,4,5,1,1,62.0
17704,1,Female,Loyal Customer,66,Personal Travel,Eco Plus,1585,4,2,1,1,5,4,2,4,4,4,4,5,4,2,0,23.0
